"Country or Area";"Year";"Area";"Sex";"Age";"Record Type";"Reliability";"Source Year";"Value";"Value Footnotes"
"Sweden";"1980";"Rural";"Female";"3";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"7579";""
"Sweden";"1980";"Rural";"Female";"4";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"7859";""
"Sweden";"1980";"Rural";"Female";"5";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"8087";""
"Sweden";"1980";"Rural";"Female";"5 - 9";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"42220";""
"Sweden";"1980";"Rural";"Female";"6";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"8596";""
"Sweden";"1980";"Rural";"Female";"7";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"8445";""
"Sweden";"1980";"Rural";"Female";"8";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"8528";""
"Sweden";"1980";"Rural";"Female";"9";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"8564";""
"Sweden";"1980";"Rural";"Female";"10";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"8437";""
"Sweden";"1980";"Rural";"Female";"10 - 14";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"45383";""
"Sweden";"1980";"Rural";"Female";"11";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"8524";""
"Sweden";"1980";"Rural";"Female";"12";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"8892";""
"Sweden";"1980";"Rural";"Female";"13";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"9662";""
"Sweden";"1980";"Rural";"Female";"14";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"9868";""
"Sweden";"1980";"Rural";"Female";"15";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"10135";""
"Sweden";"1980";"Rural";"Female";"15 - 19";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"44270";""
"Sweden";"1980";"Rural";"Female";"16";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"9911";""
"Sweden";"1980";"Rural";"Female";"17";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"9194";""
"Sweden";"1980";"Rural";"Female";"18";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"8063";""
"Sweden";"1980";"Rural";"Female";"19";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"6967";""
"Sweden";"1980";"Rural";"Female";"20";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"6298";""
"Sweden";"1980";"Rural";"Female";"20 - 24";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"32103";""
"Sweden";"1980";"Rural";"Female";"21";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"6154";""
"Sweden";"1980";"Rural";"Female";"22";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"6306";""
"Sweden";"1980";"Rural";"Female";"23";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"6565";""
"Sweden";"1980";"Rural";"Female";"24";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"6780";""
"Sweden";"1980";"Rural";"Female";"25";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"7155";""
"Sweden";"1980";"Rural";"Female";"25 - 29";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"37542";""
"Sweden";"1980";"Rural";"Female";"26";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"7180";""
"Sweden";"1980";"Rural";"Female";"27";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"7590";""
"Sweden";"1980";"Rural";"Female";"28";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"7823";""
"Sweden";"1980";"Rural";"Female";"29";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"7794";""
"Sweden";"1980";"Rural";"Female";"30";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"8266";""
"Sweden";"1980";"Rural";"Female";"30 - 34";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"44001";""
"Sweden";"1980";"Rural";"Female";"31";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"8788";""
"Sweden";"1980";"Rural";"Female";"32";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"8960";""
"Sweden";"1980";"Rural";"Female";"33";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"8959";""
"Sweden";"1980";"Rural";"Female";"34";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"9028";""
"Sweden";"1980";"Rural";"Female";"35";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"8967";""
"Sweden";"1980";"Rural";"Female";"35 - 39";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"41016";""
"Sweden";"1980";"Rural";"Female";"36";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"8703";""
"Sweden";"1980";"Rural";"Female";"37";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"8427";""
"Sweden";"1980";"Rural";"Female";"38";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"7868";""
"Sweden";"1980";"Rural";"Female";"39";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"7051";""
"Sweden";"1980";"Rural";"Female";"40";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"6897";""
"Sweden";"1980";"Rural";"Female";"40 - 44";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"34687";""
"Sweden";"1980";"Rural";"Female";"41";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"7183";""
"Sweden";"1980";"Rural";"Female";"42";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"6920";""
"Sweden";"1980";"Rural";"Female";"43";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"6770";""
"Sweden";"1980";"Rural";"Female";"44";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"6917";""
"Sweden";"1980";"Rural";"Female";"45";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"6715";""
"Sweden";"1980";"Rural";"Female";"45 - 49";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"35483";""
"Sweden";"1980";"Rural";"Female";"46";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"7079";""
"Sweden";"1980";"Rural";"Female";"47";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"6936";""
"Sweden";"1980";"Rural";"Female";"48";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"7373";""
"Sweden";"1980";"Rural";"Female";"49";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"7380";""
"Sweden";"1980";"Rural";"Female";"50";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"7608";""
"Sweden";"1980";"Rural";"Female";"50 - 54";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"39632";""
"Sweden";"1980";"Rural";"Female";"51";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"7653";""
"Sweden";"1980";"Rural";"Female";"52";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"8025";""
"Sweden";"1980";"Rural";"Female";"53";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"8017";""
"Sweden";"1980";"Rural";"Female";"54";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"8329";""
"Sweden";"1980";"Rural";"Female";"55";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"8507";""
"Sweden";"1980";"Rural";"Female";"55 - 59";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"45431";""
"Sweden";"1980";"Rural";"Female";"56";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"8823";""
"Sweden";"1980";"Rural";"Female";"57";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"9070";""
"Sweden";"1980";"Rural";"Female";"58";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"9106";""
"Sweden";"1980";"Rural";"Female";"59";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"9925";""
"Sweden";"1980";"Rural";"Female";"60";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"10338";""
"Sweden";"1980";"Rural";"Female";"60 - 64";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"45789";""
"Sweden";"1980";"Rural";"Female";"61";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"8715";""
"Sweden";"1980";"Rural";"Female";"62";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"8734";""
"Sweden";"1980";"Rural";"Female";"63";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"9094";""
"Sweden";"1980";"Rural";"Female";"64";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"8908";""
"Sweden";"1980";"Rural";"Female";"65";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"8635";""
"Sweden";"1980";"Rural";"Female";"65 - 69";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"42953";""
"Sweden";"1980";"Rural";"Female";"66";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"8912";""
"Sweden";"1980";"Rural";"Female";"67";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"8584";""
"Sweden";"1980";"Rural";"Female";"68";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"8553";""
"Sweden";"1980";"Rural";"Female";"69";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"8269";""
"Sweden";"1980";"Rural";"Female";"70";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"8041";""
"Sweden";"1980";"Rural";"Female";"70 - 74";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"37188";""
"Sweden";"1980";"Rural";"Female";"71";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"7886";""
"Sweden";"1980";"Rural";"Female";"72";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"7399";""
"Sweden";"1980";"Rural";"Female";"73";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"7122";""
"Sweden";"1980";"Rural";"Female";"74";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"6740";""
"Sweden";"1980";"Rural";"Female";"75";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"6325";""
"Sweden";"1980";"Rural";"Female";"75 - 79";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"28400";""
"Sweden";"1980";"Rural";"Female";"76";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"6184";""
"Sweden";"1980";"Rural";"Female";"77";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"5523";""
"Sweden";"1980";"Rural";"Female";"78";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"5332";""
"Sweden";"1980";"Rural";"Female";"79";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"5036";""
"Sweden";"1980";"Rural";"Female";"80";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"4580";""
"Sweden";"1980";"Rural";"Female";"80 - 84";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"18380";""
"Sweden";"1980";"Rural";"Female";"81";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"4022";""
"Sweden";"1980";"Rural";"Female";"82";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"3668";""
"Sweden";"1980";"Rural";"Female";"83";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"3197";""
"Sweden";"1980";"Rural";"Female";"84";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"2913";""
"Sweden";"1980";"Rural";"Female";"85 +";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"12558";""
"Sweden";"1980";"Rural";"Female";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"1982";"0";""
"Sweden";"1979";"Total";"Both Sexes";"Total";"Estimate - de jure";"Final figure, complete";"1980";"8293723";""
"Sweden";"1979";"Total";"Both Sexes";"0";"Estimate - de jure";"Final figure, complete";"1980";"94447";""
"Sweden";"1979";"Total";"Both Sexes";"1";"Estimate - de jure";"Final figure, complete";"1980";"95130";""
"Sweden";"1979";"Total";"Both Sexes";"1 - 4";"Estimate - de jure";"Final figure, complete";"1980";"403968";""
"Sweden";"1979";"Total";"Both Sexes";"2";"Estimate - de jure";"Final figure, complete";"1980";"98132";""
"Sweden";"1979";"Total";"Both Sexes";"3";"Estimate - de jure";"Final figure, complete";"1980";"102351";""
"Sweden";"1979";"Total";"Both Sexes";"4";"Estimate - de jure";"Final figure, complete";"1980";"108355";""
"Sweden";"1979";"Total";"Both Sexes";"5";"Estimate - de jure";"Final figure, complete";"1980";"111269";""
"Sweden";"1979";"Total";"Both Sexes";"5 - 9";"Estimate - de jure";"Final figure, complete";"1980";"557571";""
"Sweden";"1979";"Total";"Both Sexes";"6";"Estimate - de jure";"Final figure, complete";"1980";"111864";""
"Sweden";"1979";"Total";"Both Sexes";"7";"Estimate - de jure";"Final figure, complete";"1980";"113482";""
"Sweden";"1979";"Total";"Both Sexes";"8";"Estimate - de jure";"Final figure, complete";"1980";"111938";""
"Sweden";"1979";"Total";"Both Sexes";"9";"Estimate - de jure";"Final figure, complete";"1980";"109018";""
"Sweden";"1979";"Total";"Both Sexes";"10";"Estimate - de jure";"Final figure, complete";"1980";"111159";""
"Sweden";"1979";"Total";"Both Sexes";"10 - 14";"Estimate - de jure";"Final figure, complete";"1980";"598513";""
"Sweden";"1979";"Total";"Both Sexes";"11";"Estimate - de jure";"Final figure, complete";"1980";"117920";""
"Sweden";"1979";"Total";"Both Sexes";"12";"Estimate - de jure";"Final figure, complete";"1980";"122484";""
"Sweden";"1979";"Total";"Both Sexes";"13";"Estimate - de jure";"Final figure, complete";"1980";"123393";""
"Sweden";"1979";"Total";"Both Sexes";"14";"Estimate - de jure";"Final figure, complete";"1980";"123557";""
"Sweden";"1979";"Total";"Both Sexes";"15";"Estimate - de jure";"Final figure, complete";"1980";"118895";""
"Sweden";"1979";"Total";"Both Sexes";"15 - 19";"Estimate - de jure";"Final figure, complete";"1980";"549918";""
"Sweden";"1979";"Total";"Both Sexes";"16";"Estimate - de jure";"Final figure, complete";"1980";"111430";""
"Sweden";"1979";"Total";"Both Sexes";"17";"Estimate - de jure";"Final figure, complete";"1980";"107553";""
"Sweden";"1979";"Total";"Both Sexes";"18";"Estimate - de jure";"Final figure, complete";"1980";"105608";""
"Sweden";"1979";"Total";"Both Sexes";"19";"Estimate - de jure";"Final figure, complete";"1980";"106432";""
"Sweden";"1979";"Total";"Both Sexes";"20";"Estimate - de jure";"Final figure, complete";"1980";"108468";""
"Sweden";"1979";"Total";"Both Sexes";"20 - 24";"Estimate - de jure";"Final figure, complete";"1980";"557928";""
"Sweden";"1979";"Total";"Both Sexes";"21";"Estimate - de jure";"Final figure, complete";"1980";"110361";""
"Sweden";"1979";"Total";"Both Sexes";"22";"Estimate - de jure";"Final figure, complete";"1980";"112723";""
"Sweden";"1979";"Total";"Both Sexes";"23";"Estimate - de jure";"Final figure, complete";"1980";"113566";""
"Sweden";"1979";"Total";"Both Sexes";"24";"Estimate - de jure";"Final figure, complete";"1980";"112810";""
"Sweden";"1979";"Total";"Both Sexes";"25";"Estimate - de jure";"Final figure, complete";"1980";"114442";""
"Sweden";"1979";"Total";"Both Sexes";"25 - 29";"Estimate - de jure";"Final figure, complete";"1980";"594863";""
"Sweden";"1979";"Total";"Both Sexes";"26";"Estimate - de jure";"Final figure, complete";"1980";"116940";""
"Sweden";"1979";"Total";"Both Sexes";"27";"Estimate - de jure";"Final figure, complete";"1980";"117262";""
"Sweden";"1979";"Total";"Both Sexes";"28";"Estimate - de jure";"Final figure, complete";"1980";"120184";""
"Sweden";"1979";"Total";"Both Sexes";"29";"Estimate - de jure";"Final figure, complete";"1980";"126035";""
"Sweden";"1979";"Total";"Both Sexes";"30";"Estimate - de jure";"Final figure, complete";"1980";"131613";""
"Sweden";"1979";"Total";"Both Sexes";"30 - 34";"Estimate - de jure";"Final figure, complete";"1980";"679088";""
"Sweden";"1979";"Total";"Both Sexes";"31";"Estimate - de jure";"Final figure, complete";"1980";"135090";""
"Sweden";"1979";"Total";"Both Sexes";"32";"Estimate - de jure";"Final figure, complete";"1980";"137233";""
"Sweden";"1979";"Total";"Both Sexes";"33";"Estimate - de jure";"Final figure, complete";"1980";"138200";""
"Sweden";"1979";"Total";"Both Sexes";"34";"Estimate - de jure";"Final figure, complete";"1980";"136952";""
"Sweden";"1979";"Total";"Both Sexes";"35";"Estimate - de jure";"Final figure, complete";"1980";"132174";""
"Sweden";"1979";"Total";"Both Sexes";"35 - 39";"Estimate - de jure";"Final figure, complete";"1980";"567880";""
"Sweden";"1979";"Total";"Both Sexes";"36";"Estimate - de jure";"Final figure, complete";"1980";"122752";""
"Sweden";"1979";"Total";"Both Sexes";"37";"Estimate - de jure";"Final figure, complete";"1980";"110904";""
"Sweden";"1979";"Total";"Both Sexes";"38";"Estimate - de jure";"Final figure, complete";"1980";"101880";""
"Sweden";"1979";"Total";"Both Sexes";"39";"Estimate - de jure";"Final figure, complete";"1980";"100170";""
"Sweden";"1979";"Total";"Both Sexes";"40";"Estimate - de jure";"Final figure, complete";"1980";"98998";""
"Sweden";"1979";"Total";"Both Sexes";"40 - 44";"Estimate - de jure";"Final figure, complete";"1980";"461286";""
"Sweden";"1979";"Total";"Both Sexes";"41";"Estimate - de jure";"Final figure, complete";"1980";"94872";""
"Sweden";"1979";"Total";"Both Sexes";"42";"Estimate - de jure";"Final figure, complete";"1980";"91789";""
"Sweden";"1979";"Total";"Both Sexes";"43";"Estimate - de jure";"Final figure, complete";"1980";"89044";""
"Sweden";"1979";"Total";"Both Sexes";"44";"Estimate - de jure";"Final figure, complete";"1980";"86583";""
"Sweden";"1979";"Total";"Both Sexes";"45";"Estimate - de jure";"Final figure, complete";"1980";"85366";""
"Sweden";"1979";"Total";"Both Sexes";"45 - 49";"Estimate - de jure";"Final figure, complete";"1980";"441322";""
"Sweden";"1979";"Total";"Both Sexes";"46";"Estimate - de jure";"Final figure, complete";"1980";"86739";""
"Sweden";"1979";"Total";"Both Sexes";"47";"Estimate - de jure";"Final figure, complete";"1980";"88829";""
"Sweden";"1979";"Total";"Both Sexes";"48";"Estimate - de jure";"Final figure, complete";"1980";"90110";""
"Sweden";"1979";"Total";"Both Sexes";"49";"Estimate - de jure";"Final figure, complete";"1980";"90278";""
"Sweden";"1979";"Total";"Both Sexes";"50";"Estimate - de jure";"Final figure, complete";"1980";"91154";""
"Sweden";"1979";"Total";"Both Sexes";"50 - 54";"Estimate - de jure";"Final figure, complete";"1980";"468708";""
"Sweden";"1979";"Total";"Both Sexes";"51";"Estimate - de jure";"Final figure, complete";"1980";"92100";""
"Sweden";"1979";"Total";"Both Sexes";"52";"Estimate - de jure";"Final figure, complete";"1980";"92532";""
"Sweden";"1979";"Total";"Both Sexes";"53";"Estimate - de jure";"Final figure, complete";"1980";"95372";""
"Sweden";"1979";"Total";"Both Sexes";"54";"Estimate - de jure";"Final figure, complete";"1980";"97550";""
"Sweden";"1979";"Total";"Both Sexes";"55";"Estimate - de jure";"Final figure, complete";"1980";"99182";""
"Sweden";"1979";"Total";"Both Sexes";"55 - 59";"Estimate - de jure";"Final figure, complete";"1980";"519913";""
"Sweden";"1979";"Total";"Both Sexes";"56";"Estimate - de jure";"Final figure, complete";"1980";"100648";""
"Sweden";"1979";"Total";"Both Sexes";"57";"Estimate - de jure";"Final figure, complete";"1980";"104666";""
"Sweden";"1979";"Total";"Both Sexes";"58";"Estimate - de jure";"Final figure, complete";"1980";"111361";""
"Sweden";"1979";"Total";"Both Sexes";"59";"Estimate - de jure";"Final figure, complete";"1980";"104056";""
"Sweden";"1979";"Total";"Both Sexes";"60";"Estimate - de jure";"Final figure, complete";"1980";"93410";""
"Sweden";"1979";"Total";"Both Sexes";"60 - 64";"Estimate - de jure";"Final figure, complete";"1980";"463693";""
"Sweden";"1979";"Total";"Both Sexes";"61";"Estimate - de jure";"Final figure, complete";"1980";"93510";""
"Sweden";"1979";"Total";"Both Sexes";"62";"Estimate - de jure";"Final figure, complete";"1980";"93084";""
"Sweden";"1979";"Total";"Both Sexes";"63";"Estimate - de jure";"Final figure, complete";"1980";"91572";""
"Sweden";"1979";"Total";"Both Sexes";"64";"Estimate - de jure";"Final figure, complete";"1980";"92117";""
"Sweden";"1979";"Total";"Both Sexes";"65";"Estimate - de jure";"Final figure, complete";"1980";"92630";""
"Sweden";"1979";"Total";"Both Sexes";"65 - 69";"Estimate - de jure";"Final figure, complete";"1980";"447398";""
"Sweden";"1979";"Total";"Both Sexes";"66";"Estimate - de jure";"Final figure, complete";"1980";"91824";""
"Sweden";"1979";"Total";"Both Sexes";"67";"Estimate - de jure";"Final figure, complete";"1980";"89858";""
"Sweden";"1979";"Total";"Both Sexes";"68";"Estimate - de jure";"Final figure, complete";"1980";"87256";""
"Sweden";"1979";"Total";"Both Sexes";"69";"Estimate - de jure";"Final figure, complete";"1980";"85830";""
"Sweden";"1979";"Total";"Both Sexes";"70";"Estimate - de jure";"Final figure, complete";"1980";"83115";""
"Sweden";"1979";"Total";"Both Sexes";"70 - 74";"Estimate - de jure";"Final figure, complete";"1980";"371438";""
"Sweden";"1979";"Total";"Both Sexes";"71";"Estimate - de jure";"Final figure, complete";"1980";"78788";""
"Sweden";"1979";"Total";"Both Sexes";"72";"Estimate - de jure";"Final figure, complete";"1980";"74526";""
"Sweden";"1979";"Total";"Both Sexes";"73";"Estimate - de jure";"Final figure, complete";"1980";"69728";""
"Sweden";"1979";"Total";"Both Sexes";"74";"Estimate - de jure";"Final figure, complete";"1980";"65281";""
"Sweden";"1979";"Total";"Both Sexes";"75";"Estimate - de jure";"Final figure, complete";"1980";"61053";""
"Sweden";"1979";"Total";"Both Sexes";"75 - 79";"Estimate - de jure";"Final figure, complete";"1980";"265212";""
"Sweden";"1979";"Total";"Both Sexes";"76";"Estimate - de jure";"Final figure, complete";"1980";"57364";""
"Sweden";"1979";"Total";"Both Sexes";"77";"Estimate - de jure";"Final figure, complete";"1980";"53757";""
"Sweden";"1979";"Total";"Both Sexes";"78";"Estimate - de jure";"Final figure, complete";"1980";"49181";""
"Sweden";"1979";"Total";"Both Sexes";"79";"Estimate - de jure";"Final figure, complete";"1980";"43857";""
"Sweden";"1979";"Total";"Both Sexes";"80";"Estimate - de jure";"Final figure, complete";"1980";"39116";""
"Sweden";"1979";"Total";"Both Sexes";"80 - 84";"Estimate - de jure";"Final figure, complete";"1980";"155676";""
"Sweden";"1979";"Total";"Both Sexes";"81";"Estimate - de jure";"Final figure, complete";"1980";"35022";""
"Sweden";"1979";"Total";"Both Sexes";"82";"Estimate - de jure";"Final figure, complete";"1980";"30971";""
"Sweden";"1979";"Total";"Both Sexes";"83";"Estimate - de jure";"Final figure, complete";"1980";"27286";""
"Sweden";"1979";"Total";"Both Sexes";"84";"Estimate - de jure";"Final figure, complete";"1980";"23281";""
"Sweden";"1979";"Total";"Both Sexes";"85 +";"Estimate - de jure";"Final figure, complete";"1980";"94901";""
"Sweden";"1979";"Total";"Both Sexes";"Unknown";"Estimate - de jure";"Final figure, complete";"1980";"0";""
"Sweden";"1979";"Total";"Male";"Total";"Estimate - de jure";"Final figure, complete";"1980";"4112515";""
"Sweden";"1979";"Total";"Male";"0";"Estimate - de jure";"Final figure, complete";"1980";"48361";""
"Sweden";"1979";"Total";"Male";"1";"Estimate - de jure";"Final figure, complete";"1980";"48745";""
"Sweden";"1979";"Total";"Male";"1 - 4";"Estimate - de jure";"Final figure, complete";"1980";"206854";""
"Sweden";"1979";"Total";"Male";"2";"Estimate - de jure";"Final figure, complete";"1980";"50321";""
"Sweden";"1979";"Total";"Male";"3";"Estimate - de jure";"Final figure, complete";"1980";"52362";""
"Sweden";"1979";"Total";"Male";"4";"Estimate - de jure";"Final figure, complete";"1980";"55426";""
"Sweden";"1979";"Total";"Male";"5";"Estimate - de jure";"Final figure, complete";"1980";"56952";""
"Sweden";"1979";"Total";"Male";"5 - 9";"Estimate - de jure";"Final figure, complete";"1980";"285580";""
"Sweden";"1979";"Total";"Male";"6";"Estimate - de jure";"Final figure, complete";"1980";"57306";""
"Sweden";"1979";"Total";"Male";"7";"Estimate - de jure";"Final figure, complete";"1980";"58184";""
"Sweden";"1979";"Total";"Male";"8";"Estimate - de jure";"Final figure, complete";"1980";"57284";""
"Sweden";"1979";"Total";"Male";"9";"Estimate - de jure";"Final figure, complete";"1980";"55854";""
"Sweden";"1979";"Total";"Male";"10";"Estimate - de jure";"Final figure, complete";"1980";"57006";""
"Sweden";"1979";"Total";"Male";"10 - 14";"Estimate - de jure";"Final figure, complete";"1980";"307037";""
"Sweden";"1979";"Total";"Male";"11";"Estimate - de jure";"Final figure, complete";"1980";"60467";""
"Sweden";"1979";"Total";"Male";"12";"Estimate - de jure";"Final figure, complete";"1980";"62947";""
"Sweden";"1979";"Total";"Male";"13";"Estimate - de jure";"Final figure, complete";"1980";"63358";""
"Sweden";"1979";"Total";"Male";"14";"Estimate - de jure";"Final figure, complete";"1980";"63259";""
"Sweden";"1979";"Total";"Male";"15";"Estimate - de jure";"Final figure, complete";"1980";"60984";""
"Sweden";"1979";"Total";"Male";"15 - 19";"Estimate - de jure";"Final figure, complete";"1980";"281538";""
"Sweden";"1979";"Total";"Male";"16";"Estimate - de jure";"Final figure, complete";"1980";"57224";""
"Sweden";"1979";"Total";"Male";"17";"Estimate - de jure";"Final figure, complete";"1980";"55073";""
"Sweden";"1979";"Total";"Male";"18";"Estimate - de jure";"Final figure, complete";"1980";"53908";""
"Sweden";"1979";"Total";"Male";"19";"Estimate - de jure";"Final figure, complete";"1980";"54349";""
"Sweden";"1979";"Total";"Male";"20";"Estimate - de jure";"Final figure, complete";"1980";"55454";""
"Sweden";"1979";"Total";"Male";"20 - 24";"Estimate - de jure";"Final figure, complete";"1980";"284878";""
"Sweden";"1979";"Total";"Male";"21";"Estimate - de jure";"Final figure, complete";"1980";"56155";""
"Sweden";"1979";"Total";"Male";"22";"Estimate - de jure";"Final figure, complete";"1980";"57514";""
"Sweden";"1979";"Total";"Male";"23";"Estimate - de jure";"Final figure, complete";"1980";"58170";""
"Sweden";"1979";"Total";"Male";"24";"Estimate - de jure";"Final figure, complete";"1980";"57585";""
"Sweden";"1979";"Total";"Male";"25";"Estimate - de jure";"Final figure, complete";"1980";"58524";""
"Sweden";"1979";"Total";"Male";"25 - 29";"Estimate - de jure";"Final figure, complete";"1980";"304405";""
"Sweden";"1979";"Total";"Male";"26";"Estimate - de jure";"Final figure, complete";"1980";"59866";""
"Sweden";"1979";"Total";"Male";"27";"Estimate - de jure";"Final figure, complete";"1980";"59964";""
"Sweden";"1979";"Total";"Male";"28";"Estimate - de jure";"Final figure, complete";"1980";"61538";""
"Sweden";"1979";"Total";"Male";"29";"Estimate - de jure";"Final figure, complete";"1980";"64513";""
"Sweden";"1979";"Total";"Male";"30";"Estimate - de jure";"Final figure, complete";"1980";"67210";""
"Sweden";"1979";"Total";"Male";"30 - 34";"Estimate - de jure";"Final figure, complete";"1980";"348806";""
"Sweden";"1979";"Total";"Male";"31";"Estimate - de jure";"Final figure, complete";"1980";"69152";""
"Sweden";"1979";"Total";"Male";"32";"Estimate - de jure";"Final figure, complete";"1980";"70480";""
"Sweden";"1979";"Total";"Male";"33";"Estimate - de jure";"Final figure, complete";"1980";"71192";""
"Sweden";"1979";"Total";"Male";"34";"Estimate - de jure";"Final figure, complete";"1980";"70772";""
"Sweden";"1979";"Total";"Male";"35";"Estimate - de jure";"Final figure, complete";"1980";"68294";""
"Sweden";"1979";"Total";"Male";"35 - 39";"Estimate - de jure";"Final figure, complete";"1980";"293136";""
"Sweden";"1979";"Total";"Male";"36";"Estimate - de jure";"Final figure, complete";"1980";"63452";""
"Sweden";"1979";"Total";"Male";"37";"Estimate - de jure";"Final figure, complete";"1980";"57306";""
"Sweden";"1979";"Total";"Male";"38";"Estimate - de jure";"Final figure, complete";"1980";"52560";""
"Sweden";"1979";"Total";"Male";"39";"Estimate - de jure";"Final figure, complete";"1980";"51524";""
